bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,unit,zestimate,zipcode,zpid,newConstructionType,taxRate,taxAssessedValue
1,1,San Francisco,USA,USD,267,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.791027,{'is_FSBA': True},645,-122.41365,sqft,0,695000,695000,3099,False,CA,1177 California St APT 830,Apt 830,613400,94108,2124398936,Not Available,0.71,493450.0
0,0,San Francisco,USA,USD,268,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.795685,{'is_FSBA': True},5580,-122.40594,sqft,2874.96,1980000,1980000,3246,False,CA,32-38 Wentworth Pl,Not Available,1946200,94108,2061251148,Not Available,0.71,1405800.0
2,2,San Francisco,USA,USD,308,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.794716,{'is_FSBA': True},690,-122.4078,Not Available,Not Available,710000,710000,3495,False,CA,946 Stockton St APT 18C,Apt 18C,697500,94108,15067650,Not Available,0.71,504100.0
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.791027,{'is_FSBA': True},886,-122.41365,sqft,0,930000,930000,0,False,CA,1177 California St APT 509,Apt 509,0,94108,15068550,Not Available,0.71,660300.0
3,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.79341,{'is_FSBA': True},2920,-122.40895,sqft,2465.496,5995000,5995000,10979,False,CA,30 Miller Pl #13,# 13,5420600,94108,15068166,Not Available,0.71,4256450.0
0,4,San Francisco,USA,USD,365,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.79169,{'is_FSBA': True},3000,-122.40562,sqft,997.524,1680000,1680000,4557,False,CA,506-510 Grant Ave,Not Available,1557800,94108,241583292,Not Available,0.71,1192800.0
0,0,San Francisco,USA,USD,391,FOR_SALE,FOR_SALE,LOT,False,True,False,False,False,False,False,37.793465,{'is_FSBA': True},0,-122.40981,sqft,9522.216,13500000,13500000,0,False,CA,941 Powell St,Not Available,0,94108,124859561,Not Available,0.71,9585000.0
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.79323,{'is_FSBA': True},600,-122.40891,sqft,5236,725000,725000,3173,False,CA,10 Miller Pl APT 702,Apt 702,680300,94108,15068118,Not Available,0.71,514750.0
1,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.78772,"{'is_FSBA': True, 'is_openHouse': True}",0,-122.4191,sqft,7000.092,899000,899000,0,False,CA,1080 Sutter St APT 1003,Apt 1003,0,94109,123174799,Not Available,0.71,638290.0
1,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.799873,"{'is_FSBA': True, 'is_openHouse': True}",1140,-122.42284,sqft,3281,1198000,1198000,5203,False,CA,2507 Polk St,Not Available,1273400,94109,51082424,Not Available,0.71,850580.0
2,2,San Francisco,USA,USD,7,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.798233,{'is_FSBA': True},1849,-122.4174,sqft,5279.472,2388000,2388000,5211,False,CA,1101 Green St #1101,# 1101,2528400,94109,15066229,Not Available,0.71,1695480.0
3,3,San Francisco,USA,USD,8,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.789207,{'is_FSBA': True},2077,-122.42601,sqft,3299,1995000,1995000,8466,False,CA,1830 Pine St,Not Available,2114200,94109,119685835,Not Available,0.71,1416450.0
3,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.793537,"{'is_FSBA': True, 'is_openHouse': True}",1985,-122.424,sqft,7300.656,1995000,1995000,8043,False,CA,1755 Jackson St APT 303,Apt 303,2104400,94109,15073789,Not Available,0.71,1416450.0
2,2,San Francisco,USA,USD,10,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.798233,{'is_FSBA': True},930,-122.4174,sqft,5279.472,1099000,1099000,4494,False,CA,1101 Green St #402,# 402,1161400,94109,15066204,Not Available,0.71,780290.0
8,6,San Francisco,USA,USD,12,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.802258,{'is_FSBA': True},7930,-122.419876,sqft,6651.612,9980000,9980000,55785,False,CA,2323 Hyde St,Not Available,10083200,94109,15064576,Not Available,0.71,7085800.0
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.79052,"{'is_FSBA': True, 'is_openHouse': True}",616,-122.41267,acres,0.434022039,625000,625000,2749,False,CA,1001 Pine St UNIT 209,Unit 209,646900,94109,15068810,Not Available,0.71,443750.0
2,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.798115,"{'is_FSBA': True, 'is_openHouse': True}",1472,-122.42288,acres,0.399747475,1745000,1745000,5996,False,CA,1438 Green St UNIT 6D,Unit 6D,1818300,94109,15072131,Not Available,0.71,1238950.0
3,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.79889,"{'is_FSBA': True, 'is_openHouse': True}",1441,-122.419975,sqft,1633.5,1395000,1395000,6350,False,CA,50 Eastman Pl,Not Available,1458300,94109,2119290260,Not Available,0.71,990450.0
1,1,San Francisco,USA,USD,13,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,0.0,{'is_FSBA': True},818,0.0,acres,0.2858,795000,795000,3914,False,CA,1440 Broadway St #307,# 307,830400,94109,2059817363,Not Available,0.71,564450.0
1,0,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.78524,{'is_FSBA': True},520,-122.41512,acres,0.4233,379000,379000,1975,False,CA,631 Ofarrell St APT 1507,Apt 1507,396700,94109,15069548,Not Available,0.71,269090.0
2,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.805508,"{'is_FSBA': True, 'is_openHouse': True}",1200,-122.42416,acres,0.606060606,1598000,1598000,5146,False,CA,1000 N Point St APT 1201,Apt 1201,1576700,94109,80742603,Not Available,0.71,1134580.0
2,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.786716,"{'is_FSBA': True, 'is_openHouse': True}",1165,-122.4242,acres,1.1165,1149000,1149000,4435,False,CA,1483 Sutter St UNIT 714,Unit 714,1158700,94109,15076409,Not Available,0.71,815790.0
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.800755,"{'is_FSBA': True, 'is_openHouse': True}",900,-122.42356,sqft,9273.924,1045000,1045000,0,False,CA,1450 Greenwich St APT 201,Apt 201,0,94109,15070982,Not Available,0.71,741950.0
1,1,San Francisco,USA,USD,20,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.787464,{'is_newHome': True},0,-122.420296,sqft,8245.908,649000,649000,3095,False,CA,1201 Sutter St #404,# 404,666000,94109,2057196228,NEW_CONSTRUCTION_TYPE_OTHER,0.71,460790.0
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.793915,"{'is_FSBA': True, 'is_openHouse': True}",822,-122.421036,acres,0.343503214,915000,915000,0,False,CA,1591 Jackson St #507,# 507,0,94109,15073783,Not Available,0.71,649650.0
1,0,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.80057,{'is_FSBA': True},528,-122.42485,acres,0.273530762,273594,273594,3051,False,CA,2701 Van Ness Ave APT 206,Apt 206,288000,94109,15071013,Not Available,0.71,194251.74
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.789944,"{'is_FSBA': True, 'is_openHouse': True}",631,-122.41273,sqft,0,500000,500000,0,False,CA,900 Bush St APT 319,Apt 319,0,94109,15069015,Not Available,0.71,355000.0
3,8,San Francisco,USA,USD,21,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.79146,{'is_FSBA': True},4830,-122.417496,sqft,3049.2,3888000,3888000,19545,False,CA,1630-4 Hyde St,Not Available,3951700,94109,2057210923,Not Available,0.71,2760480.0
1,0,San Francisco,USA,USD,22,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.78524,{'is_FSBA': True},520,-122.41512,acres,0.4233,299000,299000,2575,False,CA,631 Ofarrell St APT 1505,Apt 1505,306900,94109,15069546,Not Available,0.71,212290.0
2,2,San Francisco,USA,USD,22,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.789944,{'is_FSBA': True},802,-122.41273,sqft,0,758000,758000,3506,False,CA,900 Bush St APT 614,Apt 614,738400,94109,15069071,Not Available,0.71,538180.0
2,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.791718,"{'is_FSBA': True, 'is_openHouse': True}",800,-122.41782,acres,800,580000,580000,3921,False,CA,1159 Hyde St APT 6,Apt 6,611800,94109,2067384461,Not Available,0.71,411800.0
0,0,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,0.0,{'is_FSBA': True},7174,0.0,sqft,4726.26,1800000,1800000,3418,False,CA,646 Ellis St,Not Available,1803700,94109,2099389467,Not Available,0.71,1278000.0
2,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.802364,"{'is_FSBA': True, 'is_openHouse': True}",1379,-122.42056,acres,1.1522,1475000,1475000,6646,False,CA,1150 Lombard St APT 24,Apt 24,1469400,94109,15064625,Not Available,0.71,1047250.0
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.789555,{'is_FSBA': True},448,-122.42328,acres,0.8146,329628,329628,2857,False,CA,1688 Pine St UNIT E107,Unit E107,328600,94109,241585712,Not Available,0.71,234035.88
3,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.80258,{'is_FSBA': True},2760,-122.42004,sqft,3168,4200000,4200000,15368,False,CA,2345 Hyde St,Not Available,4131900,94109,15064628,Not Available,0.71,2982000.0
1,0,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.805508,{'is_FSBA': True},355,-122.42416,acres,0.6061,495000,495000,0,False,CA,1000 N Point St APT 308,Apt 308,0,94109,80734238,Not Available,0.71,351450.0
2,2,San Francisco,USA,USD,27,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.796387,{'is_FSBA': True},1082,-122.42072,acres,0.2858,1199000,1199000,4850,False,CA,1440 Broadway APT 403,Apt 403,1202600,94109,69817590,Not Available,0.71,851290.0
2,2,San Francisco,USA,USD,27,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.793518,{'is_FSBA': True},0,-122.42432,acres,0.329017447,1090000,1090000,0,False,CA,2040 Franklin St APT 1105,Apt 1105,0,94109,15073855,Not Available,0.71,773900.0
2,1,San Francisco,USA,USD,27,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.79362,{'is_FSBA': True},1430,-122.41488,sqft,0,1550000,1550000,0,False,CA,1333 Jones St UNIT 1403,Unit 1403,0,94109,63196246,Not Available,0.71,1100500.0
2,2,San Francisco,USA,USD,28,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.78692,{'is_FSBA': True},3520,-122.417076,sqft,1119.492,1995000,1995000,8409,False,CA,3 Meacham Pl,Not Available,2044100,94109,2086444129,Not Available,0.71,1416450.0
1,1,San Francisco,USA,USD,31,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.798115,{'is_FSBA': True},974,-122.42288,acres,0.399747475,995000,995000,4159,False,CA,1438 Green St UNIT 2B,Unit 2B,990300,94109,53153176,Not Available,0.71,706450.0
3,3,San Francisco,USA,USD,33,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.795387,{'is_FSBA': True},0,-122.429115,sqft,0,8950000,8950000,0,False,CA,1940 Broadway #8,# 8,0,94109,80743495,Not Available,0.71,6354500.0
6,6,San Francisco,USA,USD,34,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.79633,"{'is_bankOwned': True, 'is_newHome': True}",5800,-122.41606,sqft,1380.852,9500000,9500000,29582,False,CA,160 Bernard St,Not Available,9513700,94109,2072220394,BUILDER_SPEC,0.71,6745000.0
9,11,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.783543,{'is_FSBA': True},5160,-122.417595,sqft,2060.388,2095000,2095000,21295,False,CA,1740-1744 Larkin St,Not Available,2048000,94109,2057475025,Not Available,0.71,1487450.0
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.789555,{'is_FSBA': True},0,-122.42328,sqft,0,708000,708000,2498,False,CA,1688 Pine St #E704,# E704,700200,94109,241585779,Not Available,0.71,502680.0
1,1,San Francisco,USA,USD,34,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.789555,{'is_FSBA': True},831,-122.42328,acres,0.8146,998000,998000,3926,False,CA,1688 Pine St #E313,# E313,981400,94109,241585737,Not Available,0.71,708580.0
1,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.794872,"{'is_FSBA': True, 'is_openHouse': True}",0,-122.417946,sqft,1380.852,899000,899000,0,False,CA,1516 Hyde St,Not Available,0,94109,2057480029,Not Available,0.71,638290.0
4,5,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.773968,{'is_FSBA': True},1655,-122.50761,sqft,3000,1199000,1199000,6057,False,CA,768 47th Ave,Not Available,1351800,94121,15096665,Not Available,0.71,851290.0
2,4,San Francisco,USA,USD,7,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.778687,{'is_FSBA': True},1575,-122.48389,sqft,2500.344,2102000,2102000,5500,False,CA,575 24th Ave,Not Available,2339900,94121,15093845,Not Available,0.71,1492420.0
4,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,0.0,"{'is_newHome': True, 'is_openHouse': True}",1771,0.0,sqft,3049.2,1980000,1980000,6000,False,CA,320 30th Ave,Not Available,2088000,94121,2059018099,NEW_CONSTRUCTION_TYPE_OTHER,0.71,1405800.0
2,3,San Francisco,USA,USD,10,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.7786,{'is_FSBA': True},1655,-122.506874,sqft,3001.284,1535000,1535000,4798,False,CA,518 46th Ave,Not Available,1733700,94121,2088140606,Not Available,0.71,1089850.0
2,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.773685,"{'is_FSBA': True, 'is_openHouse': True}",1587,-122.50611,sqft,2500.344,1398000,1398000,4211,False,CA,4412-4414 Cabrillo St,Not Available,1565800,94121,241584130,Not Available,0.71,992580.0
3,3,San Francisco,USA,USD,13,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.77587,{'is_FSBA': True},1904,-122.47616,sqft,2657.16,1895000,1895000,0,False,CA,643 17th Ave,Not Available,0,94121,15097922,Not Available,0.71,1345450.0
2,3,San Francisco,USA,USD,15,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.773964,{'is_FSBA': True},1962,-122.47644,sqft,2996.928,1695000,1695000,4919,False,CA,742 18th Ave,Not Available,1872800,94121,15099206,Not Available,0.71,1203450.0
4,5,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.775272,"{'is_FSBA': True, 'is_openHouse': True}",2804,-122.48298,sqft,3049.2,3200000,3200000,9103,False,CA,756 24th Ave,Not Available,3420400,94121,15097662,Not Available,0.71,2272000.0
4,7,San Francisco,USA,USD,17,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,0.0,{'is_FSBA': True},4526,0.0,sqft,3001.284,2500000,2500000,13351,False,CA,719 38th Ave,Not Available,2721600,94121,2057169962,Not Available,0.71,1775000.0
1,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.774185,{'is_FSBA': True},0,-122.49902,sqft,3120,1299000,1299000,3587,False,CA,778 39th Ave,Not Available,1394300,94121,15097014,Not Available,0.71,922290.0
3,7,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,0.0,{'is_FSBA': True},2712,0.0,sqft,2495.988,2300000,2300000,8848,False,CA,2725 Clement St,Not Available,2461900,94121,2062391421,Not Available,0.71,1633000.0
3,3,San Francisco,USA,USD,19,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,0.0,{'is_FSBA': True},0,0.0,sqft,0,2800000,2800000,5386,False,CA,340 25th Ave #B,# B,2991800,94121,2075582088,Not Available,0.71,1988000.0
3,3,San Francisco,USA,USD,19,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,0.0,{'is_FSBA': True},0,0.0,sqft,0,2750000,2750000,5386,False,CA,340 25th Ave #A,# A,2890200,94121,2075615526,Not Available,0.71,1952500.0
1,1,San Francisco,USA,USD,19,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,0.0,{'is_FSBA': True},0,0.0,sqft,0,955000,955000,2535,False,CA,340 25th Ave #C,# C,1051200,94121,2075580652,Not Available,0.71,678050.0
3,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.787292,{'is_FSBA': True},1858,-122.49315,sqft,3920.4,1950000,1950000,6499,False,CA,731 44th Ave,Not Available,1944700,94121,15096731,Not Available,0.71,1384500.0
3,4,San Francisco,USA,USD,26,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.77237,{'is_FSBA': True},3611,-122.49198,sqft,2613.6,2900000,2900000,10396,False,CA,5600 Fulton St,Not Available,2920800,94121,332856302,Not Available,0.71,2059000.0
2,3,San Francisco,USA,USD,27,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.776917,{'is_FSBA': True},2109,-122.50244,sqft,3920.4,1625000,1625000,5195,False,CA,618 42nd Ave,Not Available,1613900,94121,15096173,Not Available,0.71,1153750.0
2,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.782494,"{'is_FSBA': True, 'is_openHouse': True}",1826,-122.48631,sqft,3001.284,1650000,1650000,0,False,CA,373 26th Ave #1,# 1,0,94121,53153326,Not Available,0.71,1171500.0
0,3,San Francisco,USA,USD,38,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.77577,{'is_FSBA': True},3300,-122.50145,sqft,2465.496,1750000,1750000,5732,False,CA,3950 Balboa St,Not Available,0,94121,241584124,Not Available,0.71,1242500.0
2,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.78013,"{'is_FSBA': True, 'is_openHouse': True}",1705,-122.49059,sqft,10001.376,1328000,1328000,5181,False,CA,6620 Geary Blvd APT 5,Apt 5,1328500,94121,15092208,Not Available,0.71,942880.0
3,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.781944,"{'is_FSBA': True, 'is_openHouse': True}",1725,-122.49199,sqft,5174.928,1848000,1848000,0,False,CA,3032 Clement St #302,# 302,0,94121,249664756,Not Available,0.71,1312080.0
1,2,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.780804,"{'is_FSBA': True, 'is_openHouse': True}",1330,-122.48727,sqft,2996.928,1475000,1475000,0,False,CA,459 27th Ave,Not Available,0,94121,15092107,Not Available,0.71,1047250.0
2,3,San Francisco,USA,USD,41,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.77864,{'is_FSBA': True},1529,-122.47961,sqft,2696.364,1620000,1620000,0,False,CA,2916 Anza St,Not Available,0,94121,2119332650,Not Available,0.71,1150200.0
0,5,San Francisco,USA,USD,49,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.783234,{'is_FSBA': True},2874,-122.47669,sqft,2996.928,3799000,3799000,12503,False,CA,255-257 17th Ave,Not Available,3663700,94121,332854179,Not Available,0.71,2697290.0
4,5,San Francisco,USA,USD,49,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.783234,{'is_FSBA': True},2874,-122.47669,sqft,2996.928,3799000,3799000,12529,False,CA,255 17th Ave,Not Available,4010000,94121,2130820509,Not Available,0.71,2697290.0
4,4,San Francisco,USA,USD,49,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.77848,{'is_FSBA': True},2721,-122.48309,sqft,2500.344,1998000,1998000,9343,False,CA,3234 Anza St,Not Available,1948800,94121,15093883,Not Available,0.71,1418580.0
3,4,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.774727,"{'is_FSBA': True, 'is_openHouse': True}",2450,-122.48277,sqft,1881.792,2198000,2198000,9350,False,CA,2230 Cabrillo St,Not Available,2147100,94121,15097651,Not Available,0.71,1560580.0
3,5,San Francisco,USA,USD,61,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.776405,{'is_FSBA': True},2257,-122.5055,sqft,2469.852,1800000,1800000,0,False,CA,645 44th Ave,Not Available,0,94121,332855536,Not Available,0.71,1278000.0
2,3,San Francisco,USA,USD,86,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.782322,{'is_FSBA': True},1732,-122.49209,sqft,3049.2,1750000,1750000,5498,False,CA,366 32nd Ave,Not Available,1688600,94121,15090658,Not Available,0.71,1242500.0
3,6,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.780903,{'is_FSBA': True},2400,-122.485146,sqft,3249.576,1298000,1298000,8995,False,CA,457-459 25th Ave,Not Available,1247500,94121,332854523,Not Available,0.71,921580.0
5,5,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,False,True,False,False,False,False,False,37.78656,{'is_FSBA': True},4500,-122.49163,sqft,9722.592,9800000,9800000,0,False,CA,750 El Camino Del Mar,Not Available,0,94121,15088707,Not Available,0.71,6958000.0
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.7722,{'is_bankOwned': True},661,-122.51036,acres,0.842125803,579900,579900,2299,False,CA,855 La Playa St APT 154,Apt 154,552200,94121,15100731,Not Available,0.71,411729.0
2,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.7742,"{'is_FSBA': True, 'is_openHouse': True}",1295,-122.51071,sqft,3564,1188000,1188000,4125,False,CA,750 Great Hwy #1,# 1,1136700,94121,15096531,Not Available,0.71,843480.0
4,4,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,False,True,False,False,False,False,False,0.0,{'is_newHome': True},1801,0.0,sqft,5174.928,1990000,1990000,5974,False,CA,3491 Balboa St #2,# 2,2029800,94121,2059311492,NEW_CONSTRUCTION_TYPE_OTHER,0.71,1412900.0
0,0,San Francisco,USA,USD,196,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.772816,{'is_FSBA': True},3174,-122.50752,sqft,2996,1395000,1395000,2550,False,CA,826 47th Ave,Not Available,0,94121,2097974522,Not Available,0.71,990450.0
0,0,San Francisco,USA,USD,235,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,0.0,{'is_FSBA': True},5860,0.0,sqft,2925,3300000,3300000,10670,False,CA,588-596 28th Ave,Not Available,3076800,94121,2067405328,Not Available,0.71,2343000.0
3,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,0.0,{'is_FSBA': True},0,0.0,sqft,4749,1248000,1248000,5874,False,CA,806 47th Ave #806,# 806,0,94121,2061268105,Not Available,0.71,886080.0
3,6,San Francisco,USA,USD,332,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.77944,{'is_FSBA': True},3080,-122.49814,sqft,2495.988,2475000,2475000,8000,False,CA,7020-7020A Geary Blvd,Not Available,2345600,94121,2062185795,Not Available,0.71,1757250.0
3,3,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.79626,"{'is_FSBA': True, 'is_openHouse': True}",1806,-122.445206,sqft,0,1995000,1995000,6994,False,CA,2724 Baker St,Not Available,2061500,94123,111921833,Not Available,0.71,1416450.0
0,0,San Francisco,USA,USD,10,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,0.0,{'is_FSBA': True},7267,0.0,sqft,2064.744,3500000,3500000,3194,False,CA,1234 Francisco St,Not Available,3746400,94123,2057084277,Not Available,0.71,2485000.0
0,4,San Francisco,USA,USD,10,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.798435,{'is_FSBA': True},3450,-122.42688,sqft,3001.284,2200000,2200000,3823,False,CA,1676 Union St,Not Available,2329800,94123,332850929,Not Available,0.71,1562000.0
2,3,San Francisco,USA,USD,10,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.79662,{'is_FSBA': True},2421,-122.43063,sqft,0,2675000,2675000,9565,False,CA,2795 Laguna St,Not Available,2702700,94123,15072310,Not Available,0.71,1899250.0
0,2,San Francisco,USA,USD,11,FOR_SALE,FOR_SALE,MULTI_FAMILY,False,True,False,False,False,False,False,37.797096,{'is_FSBA': True},3240,-122.44506,sqft,2866.248,3695000,3695000,3999,False,CA,2762-2764 Filbert St,Not Available,3911600,94123,2057088617,Not Available,0.71,2623450.0
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.804962,"{'is_FSBA': True, 'is_openHouse': True}",775,-122.44036,sqft,775.368,850000,850000,3444,False,CA,190 Cervantes Blvd APT 101,Apt 101,902300,94123,15069916,Not Available,0.71,603500.0
1,1,San Francisco,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,False,True,False,False,False,False,False,37.798183,{'is_FSBA': True},1045,-122.4243,acres,0.380004591,995000,995000,4125,False,CA,1515 Union St #4E,# 4E,1053500,94123,335654112,Not Available,0.71,706450.0
